ds,y
2024-05-02,189214.08000000002
2024-05-03,160098.16
2024-05-04,188476.43
2024-05-05,225377.69
2024-05-06,200986.23
2024-05-07,161359.01
2024-05-08,192059.06
2024-05-09,195285.9
2024-05-10,157471.31
2024-05-11,174192.88
2024-05-12,159287.6
2024-05-13,161649.95
2024-05-14,197507.88
2024-05-15,183231.65
2024-05-16,211673.18
2024-05-17,175442.32
2024-05-18,163386.55
2024-05-19,196189.39
2024-05-20,215875.8
2024-05-21,221015.09
2024-05-22,169588.2
2024-05-23,163997.89
2024-05-24,173822.21
2024-05-25,151372.28
2024-05-26,205309.75
2024-05-27,190285.09
2024-05-28,183583.91
2024-05-29,148531.51
2024-05-30,201770.58
2024-05-31,177575.62
2024-06-01,180461.95
2024-06-02,201773.99
2024-06-03,147475.29
2024-06-04,154319.16
2024-06-05,174200.22
2024-06-06,178622.88
2024-06-07,149749.98
2024-06-08,192378.34
2024-06-09,171564.72
2024-06-10,180079.03
2024-06-11,147510.64
2024-06-12,192813.85
2024-06-13,177295.3
2024-06-14,203644.91
2024-06-15,164955.65
2024-06-16,169742.66
2024-06-17,174881.2
2024-06-18,144044.03
2024-06-19,192984.48
2024-06-20,201794.92
2024-06-21,198665.74
2024-06-22,182746.04
2024-06-23,183614.6
2024-06-24,221833.51
2024-06-25,163930.45
2024-06-26,165427.11
2024-06-27,188122.34
2024-06-28,138822.68
2024-06-29,172674.54
2024-06-30,160058.21
2024-07-01,173012.55
2024-07-02,163721.43
2024-07-03,171235.9
2024-07-04,189811.73
2024-07-05,189634.54
2024-07-06,181964.2
2024-07-07,209792.9
2024-07-08,192145.17
2024-07-09,192371.69
2024-07-10,165448.86000000002
2024-07-11,165645.78
2024-07-12,154153.43
2024-07-13,187973.41
2024-07-14,188402.85
2024-07-15,159317.99
2024-07-16,151378.0
2024-07-17,168768.94
2024-07-18,174496.81
2024-07-19,182181.25
2024-07-20,183360.1
2024-07-21,186681.63
2024-07-22,166729.31
2024-07-23,174830.71
2024-07-24,200934.18
2024-07-25,153408.3
2024-07-26,170782.17
2024-07-27,166408.4
2024-07-28,168655.74
2024-07-29,195443.97
2024-07-30,185341.64
2024-07-31,188068.08
2024-08-01,168554.5
2024-08-02,185184.39
2024-08-03,171360.86
2024-08-04,197025.8
2024-08-05,144568.26
2024-08-06,187396.05
2024-08-07,160761.63
2024-08-08,188006.65
2024-08-09,162115.26
2024-08-10,202324.08
2024-08-11,177976.68
2024-08-12,219352.69
2024-08-13,182350.33
2024-08-14,193552.75
2024-08-15,172925.58
2024-08-16,164430.22
2024-08-17,196207.45
2024-08-18,180057.38
2024-08-19,177461.45
2024-08-20,195322.02
2024-08-21,149585.66
2024-08-22,180321.43
2024-08-23,155199.47
2024-08-24,186450.15
2024-08-25,149014.99
2024-08-26,173294.96
2024-08-27,176239.31
2024-08-28,150873.87
2024-08-29,192959.79
2024-08-30,192496.54
2024-08-31,195553.67
2024-09-01,169451.61000000002
2024-09-02,179786.45
2024-09-03,209915.19
2024-09-04,147714.19
2024-09-05,219920.78
2024-09-06,173080.16
2024-09-07,179595.7
2024-09-08,148147.07
2024-09-09,174646.7
2024-09-10,179805.96
2024-09-11,188228.87
2024-09-12,161919.32
2024-09-13,151042.54
2024-09-14,169636.81
2024-09-15,187351.32
2024-09-16,159691.44
2024-09-17,153669.41
2024-09-18,175202.1
2024-09-19,205640.69
2024-09-20,161725.2
2024-09-21,201004.75
2024-09-22,178466.81
2024-09-23,178136.23
2024-09-24,147146.22
2024-09-25,182829.0
2024-09-26,166058.15
2024-09-27,211596.88
2024-09-28,150063.35
2024-09-29,174836.37
2024-09-30,181708.16
2024-10-01,164066.66
2024-10-02,174291.23
2024-10-03,201613.87
2024-10-04,179248.59
2024-10-05,180018.71
2024-10-06,176550.84
2024-10-07,192160.85
2024-10-08,225516.42
2024-10-09,172597.71
2024-10-10,174717.19
2024-10-11,152489.37
2024-10-12,215984.75
2024-10-13,201111.35
2024-10-14,143641.41
2024-10-15,178592.19
2024-10-16,184706.04
2024-10-17,173952.68
2024-10-18,206937.24
2024-10-19,202553.06
2024-10-20,174782.44
2024-10-21,198090.8
2024-10-22,172596.65
2024-10-23,178743.26
2024-10-24,153029.32
2024-10-25,196453.37
2024-10-26,175820.71
2024-10-27,166725.41
2024-10-28,190633.46
2024-10-29,194500.99
2024-10-30,137328.72
2024-10-31,161098.6
2024-11-01,171136.22
2024-11-02,169664.69
2024-11-03,174696.44
2024-11-04,195046.69
2024-11-05,181694.97
2024-11-06,169501.88
2024-11-07,182701.09
2024-11-08,191842.48
2024-11-09,171738.85
2024-11-10,173017.19
2024-11-11,176103.9
2024-11-12,175935.98
2024-11-13,188278.28
2024-11-14,227915.48
2024-11-15,143962.05
2024-11-16,207611.5
2024-11-17,183191.37
2024-11-18,180815.35
2024-11-19,174237.76
2024-11-20,192651.71
2024-11-21,165641.6
2024-11-22,191074.09
2024-11-23,185020.51
2024-11-24,188302.31
2024-11-25,164172.23
2024-11-26,175755.48
2024-11-27,186827.35
2024-11-28,217021.49
2024-11-29,219164.55
2024-11-30,223844.12
2024-12-01,170472.68
2024-12-02,207177.85
2024-12-03,189064.69
2024-12-04,172728.94
2024-12-05,191824.16
2024-12-06,176544.23
2024-12-07,162650.1
2024-12-08,163352.16
2024-12-09,214155.55
2024-12-10,178796.53
2024-12-11,183631.4
2024-12-12,165349.61
2024-12-13,176238.85
2024-12-14,181575.24
2024-12-15,174780.74
2024-12-16,190401.88
2024-12-17,180057.61000000002
2024-12-18,202896.87
2024-12-19,175621.21
2024-12-20,188770.1
2024-12-21,159944.14
2024-12-22,144756.64
2024-12-23,198960.51
2024-12-24,180355.22
2024-12-25,178391.85
2024-12-26,188884.07
2024-12-27,179456.77
2024-12-28,195511.94
2024-12-29,164224.62
2024-12-30,178390.3
2024-12-31,208631.91
2025-01-01,200431.67
2025-01-02,216105.54
2025-01-03,176176.91
2025-01-04,192672.66
2025-01-05,203901.21
2025-01-06,201696.37
2025-01-07,180062.57
2025-01-08,204500.66
2025-01-09,197377.27
2025-01-10,158175.75
2025-01-11,206438.25
2025-01-12,168844.19
2025-01-13,163501.68
2025-01-14,188804.06
2025-01-15,187656.15
2025-01-16,167488.8
2025-01-17,164065.37
2025-01-18,177130.29
2025-01-19,183391.67
2025-01-20,179653.02
2025-01-21,167178.52
2025-01-22,191555.75
2025-01-23,211682.69
2025-01-24,184633.78
2025-01-25,184807.12
2025-01-26,171709.27
2025-01-27,183574.38
2025-01-28,196259.61
2025-01-29,197911.35
2025-01-30,178712.49
2025-01-31,172188.07
2025-02-01,133341.03
2025-02-02,172463.11
2025-02-03,155616.31
2025-02-04,200790.83
2025-02-05,202239.97
2025-02-06,179230.5
2025-02-07,156267.77
2025-02-08,207608.73
2025-02-09,204814.63
2025-02-10,162551.9
2025-02-11,180351.13
2025-02-12,177936.82
2025-02-13,240167.27
2025-02-14,217513.23
2025-02-15,204116.04
2025-02-16,206674.66
2025-02-17,172302.78
2025-02-18,185127.14
2025-02-19,192807.39
2025-02-20,215586.93
2025-02-21,194348.01
2025-02-22,170920.23
2025-02-23,130738.95
2025-02-24,203023.99
2025-02-25,165501.84
2025-02-26,176587.74
2025-02-27,188736.89
2025-02-28,149484.22
2025-03-01,187337.74
2025-03-02,142474.52
2025-03-03,177732.16
2025-03-04,206609.77
2025-03-05,169399.67
2025-03-06,172387.42
2025-03-07,208357.59
2025-03-08,191224.04
2025-03-09,194427.37
2025-03-10,140160.46
2025-03-11,180879.34
2025-03-12,143621.77
2025-03-13,185351.7
2025-03-14,204126.59
2025-03-15,203542.73
2025-03-16,155453.95
2025-03-17,204019.74
2025-03-18,174778.28
2025-03-19,194789.46
2025-03-20,238838.89
2025-03-21,179117.09
2025-03-22,177508.58
2025-03-23,167288.29
2025-03-24,171419.75
2025-03-25,154642.21
2025-03-26,188722.25
2025-03-27,197598.06
2025-03-28,165296.43
2025-03-29,175054.55
2025-03-30,199552.23
2025-03-31,168054.07
2025-04-01,172093.97
2025-04-02,160315.68
2025-04-03,169792.24
2025-04-04,182780.21
2025-04-05,201085.98
2025-04-06,192137.8
2025-04-07,218096.97
2025-04-08,169383.78
2025-04-09,218879.7
2025-04-10,166039.16
2025-04-11,165088.36
2025-04-12,207882.94
2025-04-13,195259.56
2025-04-14,198705.27
2025-04-15,177974.67
2025-04-16,173519.33
2025-04-17,171881.51
2025-04-18,195401.07
2025-04-19,190979.3
2025-04-20,169505.24
2025-04-21,170516.37
2025-04-22,209367.13
2025-04-23,177269.92
2025-04-24,206263.9
2025-04-25,179362.43
2025-04-26,194438.28
2025-04-27,184941.59
2025-04-28,177134.66
2025-04-29,190955.52
2025-04-30,204314.97
2025-05-01,204028.77
2025-05-02,182263.1
2025-05-03,188920.77
2025-05-04,178159.99
2025-05-05,200226.12
2025-05-06,223213.14
2025-05-07,215275.31
2025-05-08,171393.42
2025-05-09,175085.2
2025-05-10,180405.95
2025-05-11,162858.21
2025-05-12,234680.12
2025-05-13,187899.56
2025-05-14,188320.78
2025-05-15,206407.43
2025-05-16,172609.43
2025-05-17,188826.43
2025-05-18,176837.5
2025-05-19,186754.45
2025-05-20,177624.78
2025-05-21,237756.14
2025-05-22,200430.89
2025-05-23,206771.38
2025-05-24,174621.06
2025-05-25,179946.98
2025-05-26,186285.93
2025-05-27,200364.99
2025-05-28,179516.75
2025-05-29,206488.99
2025-05-30,172412.32
2025-05-31,168110.83
2025-06-01,189306.11
2025-06-02,186746.35
2025-06-03,218618.29
2025-06-04,192605.67
2025-06-05,185760.06
2025-06-06,240246.8
2025-06-07,219399.3
2025-06-08,192491.12
2025-06-09,214582.01
2025-06-10,207569.31
2025-06-11,167281.12
2025-06-12,163519.41
2025-06-13,217289.52
2025-06-14,151051.13
2025-06-15,208908.84
2025-06-16,187248.56
2025-06-17,170938.1
2025-06-18,186360.54
2025-06-19,204032.81
2025-06-20,187926.98
2025-06-21,201739.49
2025-06-22,206536.38
2025-06-23,190442.89
2025-06-24,215523.79
2025-06-25,143892.91999999998
2025-06-26,173094.46
2025-06-27,212903.31
2025-06-28,238643.08
2025-06-29,178190.0
2025-06-30,204032.9
2025-07-01,157196.49
2025-07-02,176254.47
2025-07-03,191795.04
2025-07-04,194580.75
2025-07-05,181032.46
2025-07-06,176962.97
2025-07-07,179698.94
2025-07-08,182104.23
2025-07-09,225970.04
2025-07-10,171857.13999999998
2025-07-11,173389.8
2025-07-12,154399.46
2025-07-13,185854.66
2025-07-14,186172.3
2025-07-15,234714.11
2025-07-16,136860.26
2025-07-17,188971.49
2025-07-18,202813.13
2025-07-19,167970.04
2025-07-20,202294.25
2025-07-21,184718.29
2025-07-22,198807.1
2025-07-23,205960.25
2025-07-24,192448.84
2025-07-25,185310.15
2025-07-26,185396.42
2025-07-27,228756.16
2025-07-28,211155.98
2025-07-29,194558.25
2025-07-30,188919.77
2025-07-31,218728.88
2025-08-01,197350.21
2025-08-02,199860.67
2025-08-03,213163.93
2025-08-04,213380.8
2025-08-05,173082.14
2025-08-06,210684.66
2025-08-07,199345.78
2025-08-08,160857.53
2025-08-09,196180.6
2025-08-10,178905.41
2025-08-11,160464.11
2025-08-12,192424.24
2025-08-13,201426.56
2025-08-14,201749.35
2025-08-15,204245.25
2025-08-16,177858.33
2025-08-17,166611.84
2025-08-18,200717.45
2025-08-19,170196.91
2025-08-20,189760.94
2025-08-21,188318.87
2025-08-22,189199.52
2025-08-23,178437.51
2025-08-24,191519.25
2025-08-25,205409.09
2025-08-26,195272.63
2025-08-27,180353.98
2025-08-28,195797.94
2025-08-29,204977.07
2025-08-30,169321.62
2025-08-31,204950.4
2025-09-01,231199.54
2025-09-02,155851.31
2025-09-03,225106.37
2025-09-04,186125.93
2025-09-05,178463.72
2025-09-06,202858.18
2025-09-07,200727.79
2025-09-08,204641.37
2025-09-09,180876.16
2025-09-10,172943.43
2025-09-11,214177.88
2025-09-12,207029.73
2025-09-13,176222.39
2025-09-14,197686.16
2025-09-15,185878.21
2025-09-16,206317.81
2025-09-17,202423.1
2025-09-18,206376.33
2025-09-19,189641.63
2025-09-20,239623.13
2025-09-21,218726.8
2025-09-22,177741.34
2025-09-23,195444.54
2025-09-24,195922.61
2025-09-25,169690.71
2025-09-26,234525.51
2025-09-27,179903.49
2025-09-28,231047.36
2025-09-29,221315.41
2025-09-30,206756.91
2025-10-01,229290.48
2025-10-02,189085.42
2025-10-03,224872.77
2025-10-04,253382.75
2025-10-05,209945.09
2025-10-06,211041.68
2025-10-07,206767.96
2025-10-08,231236.8
2025-10-09,228805.98
2025-10-10,161932.93
2025-10-11,212101.38
2025-10-12,192415.05
2025-10-13,122935.59
2025-10-14,214380.0
2025-10-15,170435.85
2025-10-16,199851.72
2025-10-17,193640.57
2025-10-18,208311.44
2025-10-19,223531.82
2025-10-20,262627.27
2025-10-21,151001.88
2025-10-22,213567.52
2025-10-23,215215.02
2025-10-24,186104.29
2025-10-25,223700.63
2025-10-26,225331.3
2025-10-27,212274.97
2025-10-28,187312.62
2025-10-29,189707.35
2025-10-30,209568.44
2025-10-31,181475.42
2025-11-01,181490.62
2025-11-02,174662.74
2025-11-03,183274.33
2025-11-04,197075.89
2025-11-05,170952.84
2025-11-06,200663.87
2025-11-07,219283.72
2025-11-08,178271.49
2025-11-09,191944.75
2025-11-10,184727.4
2025-11-11,201910.31
2025-11-12,191581.89
2025-11-13,190440.98
2025-11-14,203576.77
2025-11-15,212473.87
2025-11-16,199982.11
2025-11-17,187189.49
2025-11-18,157532.67
2025-11-19,181596.62
2025-11-20,223676.2
2025-11-21,206555.77
2025-11-22,186577.06
2025-11-23,193304.72
2025-11-24,183894.78
2025-11-25,191634.79
2025-11-26,196401.9
2025-11-27,220025.11
2025-11-28,192559.9
2025-11-29,192265.73
2025-11-30,158785.12
2025-12-01,208421.0
2025-12-02,227150.59
2025-12-03,197669.04
2025-12-04,212500.17
2025-12-05,201866.92
2025-12-06,211351.31
2025-12-07,202599.61
2025-12-08,153300.8
2025-12-09,188402.41
2025-12-10,199700.51
2025-12-11,170353.63
2025-12-12,212133.4
2025-12-13,181948.32
2025-12-14,157200.15
2025-12-15,176353.02
2025-12-16,170563.62
2025-12-17,201292.95
2025-12-18,182728.22
2025-12-19,211233.62
2025-12-20,208904.34
2025-12-21,196362.38
2025-12-22,232902.4
2025-12-23,160799.02
2025-12-24,208691.39
2025-12-25,188861.92
2025-12-26,187384.84
2025-12-27,208168.6
2025-12-28,203638.8
2025-12-29,198745.75
2025-12-30,171782.45
2025-12-31,201042.88
